id,start_times,end_times,transcript
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_42,284810,292550,"legal research, which aims at research on relationship of law with society, groups, and people. "
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_43,292550,299720,"It involves an empirical inquiry into the operation of law, how the doctrine or principle "
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_44,299720,303010,which has been adopted in real-world settings. 
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_45,303010,310139,"Thus, the doctrinal legal research emphasise upon research in law focusing. "
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_46,310139,316740,"Thus, the doctrinal legal research emphasise upon the research in law, force focusing on "
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_47,316740,319220,the black letters of the law. 
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_48,319220,323150,The non-doctrinal research focuses on research about law. 
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_49,323150,327810,Here the researcher is interested in knowing about the law inaction. 
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_50,327810,333810,"The former can be understood as amateur research, or basic or fundamental research, the latter "
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_51,333810,339680,is empirical research. 
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_52,339680,348960,"It begins, the doctrinal method begins by taking up a proposition as a starting point of focus. "
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_53,348960,355280,"He then locates the law and statutes, judicial pronouncements and discussions and commentaries, "
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_54,355280,359200,"textbooks, journals and debates. "
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_55,359200,364950,"Reads them in a holistic manner, analyse them and write his findings. "
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_56,364950,370010,"For example, a research on proposition of prevention against double jeopardy under criminal "
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_57,370010,376960,law would begin with locating the law in constitution and criminal law materials. 
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_58,376960,383060,"On the basis of the analysis of the same, the researcher may advance the set of formulations "
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_59,383060,389460,or may also highlight the objective behind the proposition and may propose what it ought to be. 
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_60,389460,398210,"On the other hand, qualitative research developed as an alternative to quantitative research, "
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_61,398210,403400,it has grown from simply not being quantitative research. 
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_62,403400,409030,"It has gained multiple dimensions now, which can be understood from the general understanding "
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_63,409030,418479,"that this research focuses at the real-world in order to understand, describe, and explain "
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_64,418479,423620,social phenomena from the inside in multiple ways. 
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_65,423620,432020,"It is done by analyzing experiences of individuals or groups, by analysing directions and communications "
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_66,432020,434510,or by analysing documents. 
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_67,434510,441920,"However, the common element is that it seeks to identify how people view the world, what "
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_68,441920,451130,they are doing or what is happening to them in terms which are meaningful and offer rich insights. 
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_69,451130,454990,There are certain common elements in every qualitative research. 
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_70,454990,463840,"They are that every qualitative research is it methodological, theoretical, epistemological, "
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_71,463840,469070,"has certain common elements, which can be broadly identified as below. "
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_72,469070,477830,"Experiences, interactions, and documents are analysed in the natural context. "
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_73,477830,483960,Concepts and hypothesis are developed and refined in the process of research. 
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_74,483960,490340,It is starts from the idea that theory and method should be appropriate to what is studied. 
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_75,490340,494479,They can be adapted if they do not fit in. 
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_76,494479,499130,"Researchers themselves are also an important part of the research process, either due to "
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_77,499130,504759,their own personal experiences or research experiences. 
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_78,504759,507780,It takes cases and context seriously. 
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_79,507780,515389,"A major part is dependent on text and documents, thus issues of transcribing complex social "
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_80,515389,521680,situations into texts is one of the major concerns of qualitative research. 
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_81,521680,528639,"Experiences, interactions and documents are analysed in the natural context. "
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_82,528639,534260,Concepts and hypothesis are developed and refined in the process of research. 
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_83,534260,541980,It starts from the idea that theory and method should be appropriate to what is studied. 
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_84,541980,543740,They can be adapted if they do not fit in. 
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_85,543740,551569,"Researchers themselves are also an important part of the research process, either due to "
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_86,551569,556779,"their own personal experiences, or research experiences. "
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_87,556779,559730,It takes cases and context seriously. 
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_88,559730,566929,"A major part is dependent on text and documents, thus issues of transcribing complex social "
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_89,566929,574749,situation into texts is one of the major concern of qualitative research. 
Module_8_Qualitative_&_Doctrinal_Methods_in_Research_90,574749,581600,There are certain distinguishing factors between qualitative and doctrinal methods. 
